id	title	streethousenumber	postcode	place	country	lat	lon	link	contact	opened	inserted	lastupdate	Source
1	Bücher-Kühl-Schrank Hilchenbach	Bernhard-Weiss-Platz 6	57271	Hilchenbach	DE	50.977261	8.054234		Stadtbücherei Hilchenbach, Im Burgweiher 1, 57271 Hilchenbach	24 Stunden	2017-05-23	2017-05-23	lesestunden.de
2	Aktion Bücherwurm im Lausitzpark Cottbus		03051	Cottbus	DE	51.7174802	14.3220633	www.lausitz-park.de		Mo. - Sa. 8.00 - 21.00 Uhr // abhängig von der Schließzeit des Lausitz Parks	2017-05-23	2017-05-23	lesestunden.de
3	Bücherschrank Albersdorf	Am Bahnhof 12	25767	Albersdorf	Deutschland	54.14518	9.293477				2017-05-23	2019-09-07	lesestunden.de
4	Bücherschrank Altendorf (Raiffeisenbank)	Rheinbacher Straße 1	53340		Deutschland	50.5936038624	7.01060771942			24/7	2017-05-23	2019-09-07	lesestunden.de
5	An der katholischen Hochschulgemeinde Aachen	Pontstraße 72	52062	Aachen		50.778425	6.081892			24/7	2017-05-23	2017-12-22	lesestunden.de
6	Aachen - Burtscheider Markt	Burtscheider Markt 13-15	52066	Aachen	DE	50.762878	6.092125			24 / 7	2017-05-23	2017-05-23	lesestunden.de
7	Aachen / Passstraße	Passstraße 90	52070	Aachen	DE	50.78347	6.098134			24 / 7	2017-05-23	2017-05-23	lesestunden.de
8	Aachen / Bahnhofsvision		52076	Aachen	DE	50.72965	6.177139			24 / 7	2017-05-23	2017-05-23	lesestunden.de
9	Bücherregal Hallenbad Aalen	Bleichgartenstraße 14	73431		Deutschland	48.840452	10.099123			während der Öffnungszeiten	2017-05-23	2019-11-03	lesestunden.de
10	Aalen / Droste-Hülshoff-Weg (Pelzwasen)	Droste-Hülshoff-Weg 26-28	73431	Aalen	DE	48.835531	10.114725			24 / 7	2017-05-23	2017-05-23	lesestunden.de
11	Bücherregal im Kino am Kocher	Schleifbrückenstraße 15	73430		Deutschland	48.842595	10.092149			Mo-Sa: 18:30-24:00 Uhr So: 19.30-24:00 Uhr	2017-05-23	2019-11-03	lesestunden.de
12	Bücherregal Bürgerspital Aalen	 28	73430		Deutschland	48.839443	10.093469			während der Öffnungszeiten	2017-05-23	2019-11-03	lesestunden.de
14	Aachen / TABITAS	Heinrich-Hollands-Straße 4	52070	Aachen	DE	50.78927	6.11449			24 / 7	2017-05-23	2017-05-23	lesestunden.de
15	Bücherregal im Theater Aalen	 4	73430		Deutschland	48.837682	10.092834			während der Öffnungszeiten der Theaterkasse	2017-05-23	2019-11-03	lesestunden.de
17	Bücherregal Haus der Jugend	Friedhofstraße 8	73430		Deutschland	48.83825	10.090935			während der Öffnungszeiten	2017-05-23	2019-11-03	lesestunden.de
18	Bücherschrank Adelebsen-Erbsen	Höbelweg 	37139	Adelebsen	Deutschland	51.583181	9.805543			24/7	2017-05-23	2019-08-22	lesestunden.de
19	Adenau (RWE)	 	53518		Deutschland	50.3826199283	6.92962646484			24 / 7	2017-05-23	2019-11-16	lesestunden.de
21	Aldenhoven (RWE)	Alte Turmstraße 33	52457	Aldenhoven	DE	50.895129	6.28515	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
22	Bücherschrank Alfeld (Leine)	Seminarstraße 25	31061		Deutschland	51.986186	9.826814			24/7	2017-05-23	2019-08-22	lesestunden.de
23	Alfter / Am Herrenwingert	Am Herrenwingert 6	53347	Alfter	DE	50.737732	7.010294			24 / 7	2017-05-23	2017-05-23	lesestunden.de
25	Alices Bücherkiste / Plauen	Gottschaldstraße 1	08523	Plauen	DE	50.49955	12.13617	www.facebook.com/buecherschrankplauen/	kontakt@romantasy-verlag.de	24h	2017-05-23	2017-05-23	lesestunden.de
26	Bücherschrank Aalen (Storchenplatz)	Luise-Hartmann-Straße 5	73430		Deutschland	48.83932	10.091377			24 / 7	2017-05-23	2019-11-03	lesestunden.de
27	Alsdorf (RWE)	Otto-Wels-Straße 15a	52477	Alsdorf	DE	50.8745	6.164	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
29	Altenahr	 	9767	Kiischpelt	Luxembourg	50	6			24 / 7	2017-05-23	2020-01-16	lesestunden.de
30	Altes Rathaus Kalbach	Kalbacher Hauptstraße 36	60437	Frankfurt am Main	DE	50.18913335	8.63925786408			24 / 7	2017-05-23	2017-05-23	lesestunden.de
31	Altenkirchen / Westerwald	Bahnhofstraße 12	57610	Altenkirchen (Westerwald)		50.685753	7.640503		Antiquariat Altenkirchen	24 / 7	2017-05-23	2018-01-05	lesestunden.de
32	Bücherschrank Andernach (RWE)	Am Stadtgraben 	56626		Deutschland	50.438816304028	7.4043774604797	http://bit.ly/innogycases		24 / 7	2017-05-23	2020-01-17	lesestunden.de
34	Annweiler		76855	Annweiler am Trifels	DE	49.216902	7.996478			24 / 7	2017-05-23	2017-05-23	lesestunden.de
35	Arcelor-Mittal Duisburg		47137	Duisburg	DE	51.46426	6.752539			zu den Kantinenzeiten	2017-05-23	2017-05-23	lesestunden.de
36	Bücherschrank Arneburg	Breite Straße 15	39596		Deutschland	52.675367	12.00528				2017-05-23	2019-11-09	lesestunden.de
37	Arenbergpark/ Wien	Dannebergplatz 19	1030	Wien	AT	48.198333	16.391111			immer	2017-05-23	2017-05-23	lesestunden.de
38	Arnsberg (RWE)	Alter Markt 10-12	59821	Arnsberg	DE	51.396267	8.064265	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
39	Aschaffenburg	Ludwigstraße 8	63739	Aschaffenburg		49.979989251691	9.1411232203245			24 / 7	2017-05-23	2017-10-09	lesestunden.de
41	Bücherschrank Augsburg Hofgarten	Alte Gasse 1	86152	Augsburg	Deutschland	48.372529	10.893495			April bis Oktober täglich 8-21 Uhr; im Winter geschlossen	2017-05-23	2019-08-22	lesestunden.de
42	Aurich (Ostfriesland)	Osterstraße 8	26603	Aurich	DE	53.4690959	7.48322147528			zu den Öffnungszeiten der Bäckerei	2017-05-23	2017-05-23	lesestunden.de
43	AWG Recyclinghof	Münzstraße 58-64	42281	Wuppertal	DE	51.277186	7.199253	www.awg-wuppertal.de/web/download/sonstiges/awg_buecherbox.pdf			2017-05-23	2017-05-23	lesestunden.de
44	AWG Recyclinghof	Badische Straße 72	42389	Wuppertal	DE	51.269581	7.236949	www.awg-wuppertal.de/web/download/sonstiges/awg_buecherbox.pdf			2017-05-23	2017-05-23	lesestunden.de
45	AWG Recyclinghof	Korzerter Straße 75	42349		Deutschland	51.225932	7.144219	http://www.awg-wuppertal.de/web/download/sonstiges/awg_buecherbox.pdf		24/7	2017-05-23	2019-07-13	lesestunden.de
46	AWG Recyclinghof	Giebel 28	42327	Wuppertal	DE	51.247999	7.095961	www.awg-wuppertal.de/web/download/sonstiges/awg_buecherbox.pdf			2017-05-23	2017-05-23	lesestunden.de
49	Bad Berleburg (RWE)	Poststraße 2	57319	Bad Berleburg	DE	51.0486672	8.3913331	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
51	Bad Dürkheim Mehrgenerationenhaus	Dresdener Straße 10	67098	Bad Dürkheim	DE	49.4654605537	8.18698167801	www.bad-duerkheim.de/veranstaltungen-angebote-im-mehrgenerationenhaus		Mo-Fr 9.00-16.00 Uhr	2017-05-23	2017-05-23	lesestunden.de
52	Bad Grönenbach - Bücherstüble	Bergstraße 8	87730	Bad Grönenbach	DE	47.8725253961	10.2193665504			24/7	2017-05-23	2017-05-23	lesestunden.de
55	Bad Harzburg	Herzog-Wilhelm-Straße 95	38667	Bad Harzburg	DE	51.8752788464	10.5612409115			24 / 7	2017-05-23	2017-05-23	lesestunden.de
56	Bad Homburg / Stadtladen	Rathausplatz 1	61348	Bad Homburg vor der Höhe	DE	50.223968	8.6225		Magistrat der Stadt Bad Homburg v.d.Höhe: +49 (6172) 100-3101	Mo, Di und Do 8:00-17:00 Uhr, Mi 8:00-18:00 Uhr, Fr 8:00-12:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
57	Bad Homburg / Zentrum für Jugendberatung	Louisenstraße 7A	61348	Bad Homburg vor der Höhe	DE	50.228499	8.612289		Tel. 06172 6008-0 (Zentrum für Jugendberatung)	Mo. - Do.  09:00-17:00 Uhr, Fr. 09:00-16:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
58	Bad Hönningen / Rathaus	Marktstraße 1	53557	Bad Hönningen	DE	50.5157904422	7.3061388731			24/7	2017-05-23	2017-05-23	lesestunden.de
59	Bad Homburg v.d.H / englische Kirche	Ferdinandstraße 12	61348	Bad Homburg vor der Höhe	DE	50.2253446884	8.62230420113		Kulturzentrum Englische Kirche: +49 (6172) 100-4114	Di-Fr 16-19, Sa/So 14-18 Uhr	2017-05-23	2017-05-23	lesestunden.de
60	Bad Iburg (RWE)	Schloßstraße 9	49186	Bad Iburg	DE	52.157707	8.045696	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
61	Bad Kissingen	Hemmerichstraße 37	97688	Bad Kissingen	DE	50.2037692	10.0767944			08:00 - 15:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
62	Bad Krozingen	Schlatter Straße 4	79189	Bad Krozingen	DE	47.916996383	7.69778430462			24 / 7	2017-05-23	2017-05-23	lesestunden.de
63	Bad Kreuznach / Kurpark	Kurhausstraße 30	55543	Bad Kreuznach	DE	49.8403834863	7.85443067551				2017-05-23	2017-05-23	lesestunden.de
64	Bad Krozingen / Kurhaus	Kurhausstraße 1	79189	Bad Krozingen	DE	47.919783	7.69364			24 / 7	2017-05-23	2017-05-23	lesestunden.de
65	Bad Krozingen / Josefshaus	Basler Straße 2	79189	Bad Krozingen	DE	47.9147205285	7.69850850105			24 / 7	2017-05-23	2017-05-23	lesestunden.de
66	Bad Münstereifel	Kölner Straße 2	53902	Bad Münstereifel	DE	50.557394	6.765357			24 / 7	2017-05-23	2017-05-23	lesestunden.de
67	Bad Münstereifel (RWE)	Wertherstraße 12-44	53902	Bad Münstereifel	DE	50.55574078	6.76511585712	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
68	Bücherschrank Bad Säckingen	 	79713		Deutschland	47.554327	7.949083			24 / 7	2017-05-23	2020-01-05	lesestunden.de
69	Bücherschrank Bad Säckingen (Schlosspark)	Schönaugasse 	79713		Deutschland	47.550431	7.948844				2017-05-23	2020-01-05	lesestunden.de
70	Bad Schönborn/Mingolsheim	Friedrichstraße 67	76669	Bad Schönborn	DE	49.220323	8.658879			0-24	2017-05-23	2017-05-23	lesestunden.de
71	Bad Sobernheim (RWE)	Herrenstraße 11	55566	Bad Sobernheim	DE	49.7856525504	7.65182197094	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
72	Bücherschrank Bad Vilbel (Altes Rathaus)	 	61118		Deutschland	50.1836140084	8.7445217371			24 / 7	2017-05-23	2019-08-23	lesestunden.de
73	Bad Zwischenahn	Lange Straße 33	26160	Bad Zwischenahn	DE	53.18475	7.99855			tägl. 10:00 - 18:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
75	Bad Soden / Taunus	Königsteiner Straße 82	65812	Bad Soden am Taunus	DE	50.143769	8.502155			24 / 7	2017-05-23	2017-05-23	lesestunden.de
76	Baesweiler (RWE)	Emil-Mayrisch-Straße 20	52499	Baesweiler	DE	50.925518	6.205344	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
77	Bamberg	Seehofstraße 41	96052	Bamberg		49.914313	10.923339				2017-05-23	2017-05-25	lesestunden.de
78	Bücherschrank Bammental	Hauptstraße 56	69245	Bammental	Deutschland	49.356052300748	8.7762928381562			24 / 7	2017-05-23	2019-09-26	lesestunden.de
79	Basel	Gasstrasse 4	4056	Basel	CH	47.570527	7.577629			24 / 7	2017-05-23	2017-05-23	lesestunden.de
80	Baumbibliothek S-Vaihingen 1	Buchenstraße 	70199	Stuttgart	Deutschland	48.732499	9.09977			24/7	2017-05-23	2019-09-05	lesestunden.de
81	Bücherschrank Barntrup	Mittelstraße 2	32683		Deutschland	51.990648	9.116172			24/7	2017-05-23	2019-08-24	lesestunden.de
82	Bücherschrank Backnang Obstmarkt	 	71522		Deutschland	48.946307	9.429445			24/7	2017-05-23	2019-08-17	lesestunden.de
83	Baumstamm mit Buchfächern	Am Rainchen 3	36199	Rotenburg an der Fulda	DE	50.996195	9.725583				2017-05-23	2017-05-23	lesestunden.de
84	Bücherschrank Bayreuth	 	95444		Deutschland	49.946342	11.576706			24 / 7	2017-05-23	2019-08-21	lesestunden.de
85	Baumbibliothek S-Vaihingen 2	Buchenstraße 	70199	Stuttgart	Deutschland	48.732697	9.094062			24/7	2017-05-23	2019-09-05	lesestunden.de
87	Bücherschrank Beimerstetten	Bahnhofstraße 	89179	Beimerstetten	Deutschland	48.482108	9.9818176			24 / 7	2017-05-23	2019-08-20	lesestunden.de
88	Bedburg (RWE)	Marktplatz 1	50181	Bedburg	DE	50.9972719128	6.57654583454	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
89	Belm (RWE)	Marktring 9-11	49191	Belm		52.303137256807	8.126759044826	bit.ly/innogycases		24 / 7	2017-05-23	2018-04-03	lesestunden.de
90	Bedburg-Kaster (RWE)	Sankt-Rochus-Straße 16	50181	Bedburg	DE	51.006333	6.552116	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
92	Bergheim / Fußgängerzone (RWE)	Beißelstraße 1	50126	Bergheim	DE	50.9538412461	6.63992643356	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
94	Beelen (Innogy)	Warendorfer Straße 19	48361	Beelen	DE	51.929709	8.117824	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
95	Bedburg Hau (RWE)	Klosterplatz 7	47551	Bedburg-Hau		51.763125541102	6.185811338623	bit.ly/innogycases		24 / 7	2017-05-23	2017-06-05	lesestunden.de
96	Bergisch Gladbach / Marktplatz	Hauptstraße 204	51465	Bergisch Gladbach	DE	50.9917414722	7.13102281094			24 / 7	2017-05-23	2017-05-23	lesestunden.de
97	Berlin-Charlottenburg / BücherboXX Mierendorffplatz	Mierendorffplatz 4	10589	Berlin	DE	52.525219	13.304		Kiezbüro c/ DorfwerkStadt e.V., Tel. 030 / 344 58 74, Mierendorffstr. 6, team@dorfwerkstadt.de	24 / 7	2017-05-23	2017-05-23	lesestunden.de
98	BCZ Weinstadt	Luitgardstraße 4	71384	Weinstadt	DE	48.808891	9.386197		BC-Mitglied RosaJo	täglich 8 - 18 Uhr während der Besuchszeiten	2017-05-23	2017-05-23	lesestunden.de
99	Berlin-Spandau / Bürgeramt im Rathaus	Carl-Schurz-Straße 2-6	13597	Berlin	DE	52.534518	13.200175				2017-05-23	2017-05-23	lesestunden.de
101	Berlin-Weißensee / BücherboXX marcel-breuer-schule	Gustav-Adolf-Straße 60-66	13086	Berlin	DE	52.558733	13.447814			Mo-Fr zu den Öffnungszeiten der Berufsschule	2017-05-23	2017-05-23	lesestunden.de
102	Bücherschrank Bernau	 	16321	Bernau	Deutschland	52.678252	13.588148			24 / 7	2017-05-23	2019-11-15	lesestunden.de
103	BiblioboXX Berlin, dt.-frz. BücherboXX	Müllerstraße 74	13349	Berlin	DE	52.558358	13.338588		Müllerstr. 74, 13349 Berlin-Wedding	24 / 7	2017-05-23	2017-05-23	lesestunden.de
104	Biblis-Nordheim	Zum Rhein 37	68647	Biblis	DE	49.6837	8.3842			24 / 7	2017-05-23	2017-05-23	lesestunden.de
105	Bielefeld / Bültmannshof	Kurt-Schumacher-Straße 17-19	33615	Bielefeld	DE	52.035898	8.5058			24 / 7	2017-05-23	2017-05-23	lesestunden.de
106	Bissendorf (RWE)	Am Thie 9	49143	Bissendorf	DE	52.235159	8.16936	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
107	Bissendorf-Schledehausen (RWE)	Am Bredberg 2	49143	Bissendorf	DE	52.280486	8.239013	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
108	Beverungen (RWE)	Weserstraße 8	37688	Beverungen	DE	51.664005	9.37439	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
110	Bücherschrank Blomberg	Neue Torstraße 122	32825		Deutschland	51.947899	9.098386			24 / 7	2017-05-23	2019-08-24	lesestunden.de
111	Bücherschrank Bludenz (Laurentiuspark)	Spitalgasse 14	6700	Stadt Bludenz	Österreich	47.159016	9.821922				2017-05-23	2019-11-10	lesestunden.de
112	Blankenheim-Freilingen	Martinusstraße 6	53945	Blankenheim	DE	50.410824	6.731886			9-19 Uhr	2017-05-23	2017-05-23	lesestunden.de
113	Bücherschrank Bludenz (Mühlgasse)	 4	6700	Stadt Bludenz	Österreich	47.155649	9.81998				2017-05-23	2019-11-10	lesestunden.de
114	Blumenhaus Höft	Schadewachten 32A	39576	Stendal	DE	52.603037	11.863021				2017-05-23	2017-05-23	lesestunden.de
115	Bocholt	Osterstraße 31-33	46397	Bocholt	DE	51.838496	6.617966			während der Öffnungszeiten	2017-05-23	2017-05-23	lesestunden.de
116	Bochum-Ehrenfeld					51.47251	7.2142		USB	24/7 Parkplatz direkt davor	2017-05-23	2018-05-31	lesestunden.de
117	Bohmte (RWE)	Bremer Straße 1A	49163	Bohmte		52.361174	8.307742	bit.ly/innogycases		24 / 7	2017-05-23	2018-04-03	lesestunden.de
120	Bonn - Duisdorf	Weierbornstraße 1	53123	Bonn	DE	50.714032	7.046053				2017-05-23	2017-05-23	lesestunden.de
121	Bücherregal REWE Bad Godesberg	 1	53177	Bonn	Deutschland	50.684048	7.152388	http://www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		REWE Eingang ist der erste „Schrank“.Eine Etage höher, die man über die Terrassen erreicht, ist der umgezogene Bücher-Pavillon!  nicht durchgehend 8 bis 17 Uhr	2017-05-23	2020-02-17	lesestunden.de
122	Bonn / Ippendorf	Röttgener Straße 129-139	53127	Bonn	DE	50.697766	7.080388	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
123	Bonn-Beuel	Rheinaustraße 138	53225	Bonn	DE	50.736192	7.114541	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
124	Bonn-Duisdorf	Schmittstraße 1	53123	Bonn	DE	50.714985	7.048539	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
125	Bonn-Endenich	Frongasse 13	53121	Bonn	DE	50.727422	7.074962	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
126	Bonn-Nordstadt	Vorgebirgsstraße 22	53111	Bonn	DE	50.7394766588	7.08958804607	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
127	Bonn-Poppelsdorf / Poppelsdorfer Allee	Poppelsdorfer Allee 30	53115	Bonn	DE	50.730114	7.098281	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
129	Bonn-Zentrum / Alter Zoll	Adenauerallee 7	53111	Bonn	DE	50.73342	7.106608	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-23	lesestunden.de
130	Bonn-Venusberg / Universitätsklinikum	Sigmund-Freud-Straße 52	53127	Bonn		50.699444587017	7.1031332015991	www.buergerstiftung-bonn.de/projekte/offene-buecherschraenke/		24 / 7	2017-05-23	2017-05-29	lesestunden.de
131	Bücherschrank Bonsweiher	Laudenbacher Straße 2	69509	Mörlenbach	Deutschland	49.614561	8.71503			24 / 7	2017-05-23	2019-08-22	lesestunden.de
132	Bookcrossing-Regal Lukas-Bäcker	Goethestraße 1	04109	Leipzig	DE	51.339684	12.379768	lukas-baecker.de/unsere-filialen.html		Mo-Sa 06:00-21:00 Uhr So 06:00-19:00 Uhr	2017-05-23	2017-05-23	lesestunden.de
133	Book lounge Unicampus	Ulmenstraße 69	18057	Rostock	Deutschland	54.086341	12.109154		Universität Rostock	24/7	2017-05-23	2019-09-16	lesestunden.de
134	Bookcrossing-Regal Klosterbäckerei	Karl-Heine-Straße 40	04229	Leipzig		51.332164	12.335967	http://www.baeckerei-seidel.de/filialen/filialen-leipzig		Mo-Fr 7:00-19:00, Sa 7:00-18:00, So 8:00-13:00	2017-05-23	2017-08-11	lesestunden.de
136	Bücherschrank Boppard (RWE)	Karmeliterstraße 2	56154		Deutschland	50.231999	7.588459	http://bit.ly/innogycases		24 / 7	2017-05-23	2020-01-05	lesestunden.de
137	Bramsche – Lappenstuhl (RWE)		49565	Bramsche	DE	52.418152	8.059885	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
138	Brakel / Am Thy (RWE)	Am Thy 12	33034	Brakel	DE	51.717388	9.18178	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
139	Bramsche-Achmer (RWE)	Schulstraße 16	49565	Bramsche	DE	52.3939248958	7.93102920055	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
140	Bücherschrank Brandis	Hainbuchenallee 47	04821		Deutschland	51.342549	12.605862			24 / 7	2017-05-23	2019-11-16	lesestunden.de
141	Bramsche-Engter (RWE)	Im Alten Dorf 21-25	49565	Bramsche	DE	52.388571	8.06201	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
142	Borgholzhausen (RWE)	Am Uphof 6	33829	Borgholzhausen	DE	52.101998	8.29946	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
145	Braunschweig / IKEA	Hansestraße 27	38112	Braunschweig	DE	52.30925	10.50483			zu den IKEA Öffnungszeiten	2017-05-23	2017-05-23	lesestunden.de
146	Borkwalde		14822	Borkwalde	DE	52.253077	12.835513			24 / 7	2017-05-23	2017-05-23	lesestunden.de
147	Bücherschrank Bregenz/Mariahilf	Mariahilfstraße 	6900		Österreich	47.494984	9.728656				2017-05-23	2019-08-18	lesestunden.de
148	Bremen / Bürgerhaus Weserterrassen	Osterdeich 70B	28205	Bremen	DE	53.06841	8.832184			?	2017-05-23	2017-05-23	lesestunden.de
149	Bücherschrank Bregenz /Seepromenade	 	6900		Österreich	47.504392	9.743661			24/7	2017-05-23	2019-08-18	lesestunden.de
150	Bremen / Delmemarkt	Pappelstraße 85	28199	Bremen		53.067756921681	8.7912011190491			24 / 7	2017-05-23	2018-03-12	lesestunden.de
151	Bring her und nimm mit	Schramberger Straße 3	78628	Rottweil	DE	48.165688	8.623356	www.monika-heidger.de	Wirkstatt für Kunst und Therapie, 0176-38537742	immer, Tag und Nacht	2017-05-23	2017-05-23	lesestunden.de
153	Bücherschrank Bruchsal	 	76646		Deutschland	49.1246650914	8.59701633453			24 / 7	2017-05-23	2019-08-16	lesestunden.de
155	Brüggen (RWE)	Klosterstraße 40	41379	Brüggen	DE	51.240566	6.183544	bit.ly/innogycases		24 / 7	2017-05-23	2017-05-23	lesestunden.de
157	Brünen (Hamminkeln)	Rohstraße 18	46499	Hamminkeln	DE	51.725279	6.682543			24 / 7	2017-05-23	2017-05-23	lesestunden.de
160	Buch-Tauschregal Mahlsdorfer Str.	Mahlsdorfer Straße 52	12555	Berlin	DE	52.468416	13.587314			24 / 7	2017-05-23	2017-05-23	lesestunden.de
161	Buch.Bar - Manufaktur Bad Zell	Königswiesner Bundesstraße 48	4283	Bad Zell	Österreich	48.349775	14.690432		buch.bar@ze-rw.at	keine (Zentrales Lager für die Auslieferung)	2017-05-23	2019-09-07	lesestunden.de
163	Buch-Tauschregal Woltersdorf	Rüdersdorfer Straße 18A	15569	Woltersdorf	DE	52.450194	13.756862			24 / 7	2017-05-23	2017-05-23	lesestunden.de
165	Buch.Bar 04 Pierbach	Dorfstraße 22	4282	Pierbach	Österreich	48.3480853502	14.7579324245	http://www.ze-rw.at/wordpress/?tag=pierbach	buch.bar@ze-rw.at	7x24	2017-05-23	2019-09-07	lesestunden.de
166	Buch.Bar 14 Liebenau	Liebenau 75	4252	Liebenau	AT	48.532168	14.806854				2017-05-23	2017-05-23	lesestunden.de
167	Buch.Bar St. Georgen 1	Markt 11	4372	Sankt Georgen am Walde	Österreich	48.3593965093	14.8971712589				2017-05-23	2019-09-07	lesestunden.de
168	Buch.Bar St. Georgen  2	Markt 11	4372	Sankt Georgen am Walde	Österreich	48.3594856197	14.8972249031				2017-05-23	2019-09-07	lesestunden.de
169	Buch.Bar Weitersfelden	Weitersfelden 11	4272	Weitersfelden	Österreich	48.477352	14.726846			Mühlviertler Alm, Oberösterreich	2017-05-23	2019-09-07	lesestunden.de
170	Bücher BoX	Siegertweg 24	12101	Berlin	DE	52.47283	13.381775			24/7	2017-05-23	2017-05-23	lesestunden.de
171	Bücherzelle Waldlaubersheim	Binger Straße 	55444	Waldlaubersheim	Deutschland	49.9284990531	7.8320556879	http://www.waldlaubersheim.de/w_buecher_zelle.htm	Buchzelle@Waldlaubersheim.de		2017-05-23	2019-09-07	lesestunden.de
172	Bücher-Box für Kinder und Jugendliche - Warringtonplatz		40721	Hilden	DE	51.1678	6.934288			24 / 7	2017-05-23	2017-05-23	lesestunden.de
173	Bücher-Tauschbox Godenswege	Godensweger Straße 2c	17094		Deutschland	53.455879556382	13.286622588608			24/7	2017-05-23	2020-01-24	lesestunden.de
174	Bücherbank Wittelsberg	Eduard-Bork-Straße 2	35085	Ebsdorfergrund	DE	50.759722	8.854722	www.myheimat.de/marburg/kultur/buecherbank-in-wittelsberg-d2586635.html		täglich (teilweise nur mit Bankkarte)	2017-05-23	2017-05-23	lesestunden.de
175	Bücherbaum / Berlin-Karlshorst	Ehrenfelsstraße 4	10318	Berlin	DE	52.481918	13.526648		Ehrenfelsstr. / Theaterplatz	24 / 7	2017-05-23	2017-05-23	lesestunden.de
176	Bücherbaum Bebenhausen	Am Goldersbach 18	72074	Tübingen	DE	48.55823	9.049811			24/7	2017-05-23	2017-05-23	lesestunden.de
177	Bücherbaum Blumberg	Hauptstraße 73	78176	Blumberg	DE	47.83957	8.53352			24/7	2017-05-23	2017-05-23	lesestunden.de
179	Bücherbaum Brodowin	Brodowiner Dorfstraße 20-21	16230	Chorin	DE	52.910067	13.960329			24 / 7	2017-05-23	2017-05-23	lesestunden.de
180	Bücherbaum Familie Simon	Mörikestraße 14	72076	Tübingen	DE	48.529327	9.056624		Familie Simon	24/7	2017-05-23	2017-05-23	lesestunden.de
181	Bücherbaum Goldersbachklause	Bebenhäuser Straße 29	72074	Tübingen	DE	48.540833	9.077383			24/7	2017-05-23	2017-05-23	lesestunden.de
182	Bücherbaum Koloniestr. 23	Koloniestraße 22	13359	Berlin	DE	52.558208	13.379229		Koloniestr. 23, 13359 Berlin-Gesundbrunnen	24 / 7	2017-05-23	2017-05-23	lesestunden.de
183	Bücherbaum im Bürgerpark Dusslingen		72144	Dußlingen	DE	48.4506350996	9.06001925468			24/7	2017-05-23	2017-05-23	lesestunden.de
184	Bücherbaum Heuberger Tor	Heuberger-Tor-Weg 23	72076	Tübingen	DE	48.549424	9.034734			24/7	2017-05-23	2017-05-23	lesestunden.de
185	Bücherbaum Ohmenhausen	Gomaringer Straße 11	72770	Reutlingen	DE	48.47683	9.1385			24/7	2017-05-23	2017-05-23	lesestunden.de
