Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Land	BL	Kanton
de.wiki_im_Alb-Donau-Kreis	Beimerstetten	 Bahnhofstraße	Telefonzelle	Unterstützt von der Gemeinde, betreut von J. Schüle[1][2]	16. Juli 2015	48.482108	9.9818176					
de.wiki_im_Alb-Donau-Kreis	Laichingen	 Marktplatz	Bücherschrank	Bücherschrank auf dem Marktplatz		48.4895189302627	9.68607380879879					
de.wiki_im_Alb-Donau-Kreis	Langenau	 Bahnhof 7	Bücherregal	Bücherregal im Bahnhof, Di.–So. 09:00–18:00 Uhr[2]		48.493438617693	10.125844962895					
de.wiki_im_Alb-Donau-Kreis	Langenau	 In den Lindeschen 35	Bücherregal	Recyclinghof, Mi., Fr. und Sa. jeweils 13–17 Uhr[2]		48.50060275	10.133770396009					
de.wiki_im_Alb-Donau-Kreis	Langenau	 Wörthstraße 16a	Bücherregal	NauBad[2]		48.50038905	10.126749962622					
de.wiki_im_Alb-Donau-Kreis	Lauterach	 Lautertalstraße 5	Bücherregal	Lautertalhalle, am Eingang zum Raum des Gesangvereins[3]	Feb. 2021							
de.wiki_im_Alb-Donau-Kreis	Oberdischingen	 Bachstraße 6	Bücherschrank	Bücherschrank in der Raiffeisenbank		48.301997098983	9.8299349471927					
de.wiki_im_Alb-Donau-Kreis	Obermarchtal		Bücherregal	Öffentliches Bücherregal im Museum im Dorfgemeinschaftshaus, Erdgeschoss[4]		48.2350263811332	9.56984795205861					
de.wiki_im_Bodenseekreis	Frickingen	 Kirchstraße 7	Bücherschrank	Hinter dem Rathaus[1]	Apr. 2018	47.813018	9.271858					
de.wiki_im_Bodenseekreis	Friedrichshafen		Bücherschrank	Im Edeka Center am Hafenbahnhof an den Kassen Richtung Ausgang.								
de.wiki_im_Bodenseekreis	Friedrichshafen		Bücherschrank	im Rathaus am Adenauerplatz im Warteraum des Bürgerservice zu den Öffnungszeiten		47.650007	9.480344					
de.wiki_im_Bodenseekreis	Kressbronn am Bodensee	Bodanstraße	Bücherregal	Lesepavillon im Seepark am Bodenseeufer	Juli 2019	47.588417	9.595917					
de.wiki_im_Bodenseekreis	Markdorf	 Ravensburger Straße 23	Bücherschrank	Rathaus Markdorf[2]		47.7201851532	9.39142227173					
de.wiki_im_Bodenseekreis	Markdorf	 Spitalstraße 3	Bücherschrank	im Mehrgenerationenhaus, Erdgeschoss, im offenen Wohnzimmer		47.723149	9.390524					
de.wiki_im_Bodenseekreis	Meersburg	 Uferpromenade 2	Bücherschrank	am Bundesbahnhafen[2]		47.692353	9.272895					
de.wiki_im_Bodenseekreis	Nußdorf	 Zum Salm	Bücherregal	Bücherregal Nußdorf am Dorfgemeinschaftshaus[2]	2012	47.752865869726	9.1948646306992					
de.wiki_im_Bodenseekreis	Owingen	 Hauptstraße 35	Bücherschrank	Bücherschrank Owingen[2]		47.809203	9.172016					
de.wiki_im_Bodenseekreis	Salem	  Schloßstraße 3	Bücherschrank	Am Kreisverkehr in Stefansfeld	Apr. 2019	47.776594	9.287827					
de.wiki_im_Bodenseekreis	Tettnang	 Dorfstraße 19	Bücherschrank	Bücherschrank im Dorfladen[2]		47.6231967	9.6602235					
de.wiki_im_Bodenseekreis	Überlingen	 Aufkircherstraße 91	Bücherregal	Bücherregal am Schättlisberg[2]		47.775776	9.151729					
de.wiki_im_Bodenseekreis	Überlingen	 Grabenstraße 2	Edelstahlregal	Gefördert durch Lesezeichen e. V. am Eingang zum Kurpark,[3][2] am Kurpark Grabenstraße/Ecke Promenade, ein Edelstahlregal	2009	47.7670009218	9.1566649451852					
de.wiki_im_Bodenseekreis	Überlingen	 Strandweg 32	Bücherschrank	Beim Ostbad[2]		47.759284	9.176491					
de.wiki_im_Bodenseekreis	Überlingen-Lippertsreute	 Ecke Im Öschle/Alte Dorfstraße	Bücherzelle	Am Dorfplatz im Ortsteil Ernatreute		47.810823	9.218858					
de.wiki_im_Bodenseekreis	Uhldingen-Mühlhofen-Unteruhldingen	 Strandpromenade 5	Bücherregal	Bücherregal am Naturstrand Unteruhldingen[2]		47.724411607587	9.2279770030683					
de.wiki_im_Enzkreis	Eisingen	 Pforzheimer Straße 4	Bücherschrank	Bücherschrank an der Gemeindebibliothek		48.94745	8.66775					
de.wiki_im_Enzkreis	Engelsbrand	 Tannenweg	Bücherschrank	Bücherschrank am Spielplatz[1]		48.829600018141	8.6518175527453					
de.wiki_im_Enzkreis	Großglattbach	 Vaihinger Straße 44	Bücherschrank	Haltestelle Kelter Wartehäuschen[1]		48.914827283632	8.8980041071773					
de.wiki_im_Enzkreis	Mönsheim	 Burgstraße 2	Bücherregal	Bücherregal im Foyer der alten Kelter[1]		48.862731467	8.86331677437					
de.wiki_im_Enzkreis	Mühlacker	 Konrad-Adenauer-Platz 4	Bücherschrank	Mühlacker Konrad-Adenauer-Platz[1]		48.946491	8.84047					
de.wiki_im_Enzkreis	Nöttingen	 Striesterweg 2	Bücherschrank	Bücherschrank Nöttingen[1]		48.927871	8.567963					
de.wiki_im_Hohenlohekreis	Forchtenberg		Bücherschrank	kleine Sta(d)tt-Bücherei[1]		49.279012	9.479806					
de.wiki_im_Hohenlohekreis	Öhringen	Bahnhofstraße 1	Holzregal	Im Gebäude des Öhringer Hauptbahnhofs; nur während der Öffnungszeiten zugänglich.[1]		49.203194	9.502699					
de.wiki_im_Hohenlohekreis	Sindringen		Bücherschrank	kleine Sta(d)tt-Bücherei[1]		49.279012	9.479806					
de.wiki_im_Landkreis_B%C3%B6blingen	Aidlingen	Hauptstraße 14	Bücherschrank	Aidlingen – Volkshochschule[1]		48.67814	8.897268					
de.wiki_im_Landkreis_B%C3%B6blingen	Böblingen	Bonifatiusplatz, Kopernikusstraße	Bücherschrank	Bücherschrank Bonifatiusplatz[1] (in der Bonifatiuskirche)		48.686936	9.013186					
de.wiki_im_Landkreis_B%C3%B6blingen	Böblingen-Rauher Kapf	Schönaicher Straße 220	Bücherzelle	Telefonzelle am IBM Klubhaus im Zimmerschlag[1]		48.667804376721	9.0371432309621					
de.wiki_im_Landkreis_B%C3%B6blingen	Bondorf	Hindenburgstraße 31	Bücherzelle	Büchertelefonzelle Bondorf[1]		48.52155	8.83325					
de.wiki_im_Landkreis_B%C3%B6blingen	Ehningen	Hildrizhauser Straße 6	Bücherzelle	Bücherzelle Ehningen[1]		48.65883965	8.9404211765419					
de.wiki_im_Landkreis_B%C3%B6blingen	Ehningen	Königstraße 64	Bücherzelle	Bücherzelle an der Ortsbücherei[1]		48.65940301374	8.9396781924006					
de.wiki_im_Landkreis_B%C3%B6blingen	Flacht		Bücherschrank	Öffentlicher Bücherschrank in Flacht bei Weissach.[1]		48.831689824039	8.9114995090608					
de.wiki_im_Landkreis_B%C3%B6blingen	Gärtringen	Rohrweg 2	Telefonzelle	vor Rathaus in britischer Telefonzelle[2]		48.6420194	8.903361					
de.wiki_im_Landkreis_B%C3%B6blingen	Gäufelden-Tailfingen	Hauptstraße	Bücherschrank	Bücherschrank im Grünen Baum[1]		48.551497	8.873617					
de.wiki_im_Landkreis_B%C3%B6blingen	Hausen an der Würm	Würmtalstraße 30	Bücherschrank	Öffentlicher Bücherschrank in Hausen an der Würm.[1]		48.78937	8.833671					
de.wiki_im_Landkreis_B%C3%B6blingen	Hildrizhausen	Gartenstraße (neben dem Rathaus)	Bücherschrank	Bücherschrank Hildrizhausen[1]	2013	48.624392	8.968533					
de.wiki_im_Landkreis_B%C3%B6blingen	Kuppingen	Albrecht-Haut-Gasse	Bücherschrank	Bücherschrank Kuppingen[1]		48.6116229	8.8416947					
de.wiki_im_Landkreis_B%C3%B6blingen	Leonberg	Eltinger Straße 28	Bücherregal	im Haus der Begegnung[1]		48.798749	9.01565					
de.wiki_im_Landkreis_B%C3%B6blingen	Leonberg	Neuköllner Straße 11	Bücherregal	Bücherregal am Eingang der Volkshochschule[1]		48.7953834235	9.01245832443					
de.wiki_im_Landkreis_B%C3%B6blingen	Leonberg	Rutesheimer Straße 50	Bücherregal	Bücherregal im Krankenhaus-Foyer[1]		48.801486	9.002747					
de.wiki_im_Landkreis_B%C3%B6blingen	Leonberg	Seestraße 64–72	Telefonzelle	Initiiert von der Samariterstiftung. Der öffentliche Bücherschrank befindet sich in einer alten Telefonzelle westlich neben dem Samariterstift.[1]	5. Okt. 2015	48.797638	9.022838					
de.wiki_im_Landkreis_B%C3%B6blingen	Nufringen	Hauptstraße 28	Bücherschrank	Nufringen Bücherschrank,[1] im Foyer des Rathauses[2]		48.622969467886	8.8914397358894					
de.wiki_im_Landkreis_B%C3%B6blingen	Sindelfingen	Marktplatz 11–15	Bücherregal	Bücherregal[1]		48.7082453694	9.00304913521					
de.wiki_im_Landkreis_B%C3%B6blingen	Waldenbuch	Tübinger Straße 3	Telefonzelle	Bürgerinitiative. An der Ecke Tübinger-/Alfred-Ritter-Straße neben dem Fluss Aich, Ecke Tübinger-/Alfred-Ritter-Straße[1]	2014	48.636819	9.128431					
de.wiki_im_Landkreis_B%C3%B6blingen	Weil der Stadt	Jahnstraße 19	Bücherschrank	Öffentlicher Bücherschrank Weil der Stadt.[1]		48.7543348	8.8743056					
de.wiki_im_Landkreis_Biberach	Berkheim	Hauptstraße	Bücherregal	Bücherregal Berkheim, gegenüber vom Gasthaus Krone								
de.wiki_im_Landkreis_Biberach	Biberach an der Riß	 Klotzholzäcker 11	Bücherregal	Bücherregal Biberach an der Riß[1]		48.109642617324	9.8255217075348					
de.wiki_im_Landkreis_Biberach	Laupheim	 Biberacher Straße 11	Bücherregal	Offenes Bücherregal seit Juni 2017 im REWE-Markt an der Biberacher Straße. Stand zuvor ab Oktober 2016 im Markt der Einzelhandelskette Kaufland, bis dieser 2017 umgebaut wurde.[2]	2016	48.226622	9.877366					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Bad Krozingen-Kurgebiet	 Kurhausstraße 1	Bücherschrank	beim Kurhaus,[1] am Musikpavillon, im Wandelgang gegenüber vom Josefshaus		47.919783	7.69364					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Bad Krozingen-Unterkrozingen	 Basler Straße 2	Bücherschrank	Josefshaus[1]		47.9147205285	7.69850850105					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Bad Krozingen-Unterkrozingen	 Schlatter Straße 4	Bücherschrank	Öffentlicher Bücherschrank[1] beim Rewe-Markt, neben dem Friseurgeschäft Pfefferle in der Schlatter Straße		47.916996383	7.69778430462					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Breisach-Hochstetten	 Hochstetter Straße 42	Bücherkühlschrank	Bücher-Kühlschränke bei der Bushaltestelle[1]		48.018665530526	7.6105773076415					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Buchheim	 Holzhauser Straße 7	Bücherregal	Bücherregal am Rathaus March-Buchheim		48.06386	7.78074					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Eichstetten am Kaiserstuhl	 Hauptstraße 30	Bücherregal	Öffentliches Bücherregal im Schwanenhof[1]		48.094289005536	7.7465468645096					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Heitersheim	 Im Stühlinger 2	Bücherregal	Bücherregal am alten Polizeiposten[1]		47.872250345986	7.6593764126301					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Holzhausen	 Ringstraße 1	Bücherschrank	Bücherzelle am Rathaus March-Holzhausen[1]		48.071020548506	7.7979638054967					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Ihringen	 Nachtwaid 3	Bücherschrank	Bücherschrank Ihringen am Kaiserstuhl, Sportzentrum, zu den Öffnungszeiten des Schwimmbads zugänglich[1]		48.031021	7.657846					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Ihringen-Wasenweiler	 Hauptstraße 19	Bücherschrank	Bücherschrank Wasenweiler[1]		48.05193618655	7.6819089800119					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Kirchzarten	 Bahnhof Kirchzarten	Bücherregal	Das öffentliche Bücherregal befindet sich im Warteraum des Bahnhofs Kirchzarten.		47.967945	7.95938					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Sankt Peter	 Glottertalstr. 16	Telefonzelle	Telefonzelle neben der Supermarktfiliale		48.0194513	8.0350952					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Staufen im Breisgau	 Am Schießrain 1	Bücherschrank	Bücherschrank am Schießrain[1]		47.880096014357	7.7308840961888					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Staufen im Breisgau	 Im Grün 8	Bücherschrank	Staufen, in der Struve-Passage[1]		47.8822	7.729893					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Stegen-Unterbirken		Bücherregal	Regal im Wartehäuschen der Bushaltestelle Unterbirken		47.97745	7.96144					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Stegen-Wittental	 Wittentalstraße 1	Bücherregal	Beim Baldenweger Hof in Wittental (gehört zu Stegen) während der Öffnungszeiten		47.98736	7.947579					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Umkirch	 Hauptstraße 7	Telefonzelle	Bücherschrank in einer alten Telefonzelle[1]		48.03216704599	7.7625184133649					
de.wiki_im_Landkreis_Breisgau-Hochschwarzwald	Vogtsburg im Kaiserstuhl	 Bahnhofstraße	Bücherschrank	Offener Bücherschrank im Pfarrhof[1]		48.089223715875	7.6293477416039					
de.wiki_im_Landkreis_Calw	Althengstett	 Simmozheimer Straße 19	Bücherschrank	in der Kreissparkasse		48.725612659522	8.7951598316431					
de.wiki_im_Landkreis_Calw	Bad Herrenalb	 Dobler Straße 4	Bücherschrank	Bücherschrank im Kurpark Herrenalb[2]		48.797992854086	8.4372153505683					
de.wiki_im_Landkreis_Calw	Bad Liebenzell	 Sophipark	Bücherschrank	Bücherschrank im Sophipark unterm Blätterdach einer 120 Jahre alten Linde.[1]		48.767139886987	8.7297752872109					
de.wiki_im_Landkreis_Calw	Enzklösterle	 Kirchweg 8	Bücherschrank	Bücherschrank[2]		48.667376205379	8.4704909964123					
de.wiki_im_Landkreis_Calw	Nagold	 Freudenstädter Straße 25	Bücherregal	durch den Stadtseniorenrat Nagold[2]		48.549349061	8.72262954712					
de.wiki_im_Landkreis_Calw	Schömberg		Bücherschrank	Öffentlicher Bücherschrank Schömberg an der Ulrichskirche[3]		48.801961	8.636622					
de.wiki_im_Landkreis_Calw	Wildberg	 Dr.-Vesenmayer-Weg 8	Bücherregal	Bücherregal im Edeka[2]		48.624780368804	8.7407801150382					
de.wiki_im_Landkreis_Emmendingen	Bahlingen am Kaiserstuhl	 Webergässle 2	Bücherschrank	Bahlingen am Kaiserstuhl, Rathausarkaden[1]		48.123319	7.735958					
de.wiki_im_Landkreis_Emmendingen	Biederbach	48.1939468.034763Koordinaten: 48° 11' 38,2" N, 8° 2' 5,1" O Dorfstraße	Bücherschrank	Bushaltestelle im Ortsteil Dorf	Dez. 2019	48.193946	8.034763					
de.wiki_im_Landkreis_Emmendingen	Buchholz		Bücherregal	Bücherregal am Rathaus Waldkirch-Buchholz[1]		48.083088767937	7.9165891930461					
de.wiki_im_Landkreis_Emmendingen	Denzlingen	 Hauptstraße 124	Telefonzelle		2012	48.066967	7.883275					
de.wiki_im_Landkreis_Emmendingen	Emmendingen	 Tulpenweg 2, Bürkle Bleiche	Marktschütte	Steht in privatem Hof, bei schönem Wetter geöffnet von ca. 8 bis 20 Uhr	Juni 2018	48	7.8					
de.wiki_im_Landkreis_Emmendingen	Emmendingen-Mundingen	 Rathausplatz 1	Bücherregal	Regal im Schopf rechts neben Rathaus[1]		48.135610724187	7.8361581265926					
de.wiki_im_Landkreis_Emmendingen	Endingen am Kaiserstuhl	 Stollbruckstraße 12	Schrankregal	Weingut Winzerhof Linder, Donnerstags bis Sonntags 14:30–21 Uhr	1. Sep. 2013	48.140054	7.704227					
de.wiki_im_Landkreis_Emmendingen	Sexau		Telefonzelle	Altenheim in Sexau								
de.wiki_im_Landkreis_Esslingen	Filderstadt	Schulstraße 13, Filderstadt-Plattenhardt	Bücherschrank	im Hof der Kunstschule								
de.wiki_im_Landkreis_Esslingen	Grötzingen	Hindenburgstraße 18	Bücherregal	vor der Stadtbücherei Aichtal im Helenenheim in Aichtal-Grötzingen	2019							
de.wiki_im_Landkreis_Esslingen	Hochdorf		Bücherzelle	Bücherzelle Hochdorf[1]		48.692929	9.462345					
de.wiki_im_Landkreis_Esslingen	Kirchheim unter Teck	Marktstraße 54	Telefonzelle	Bücherzelle Kirchheim/Teck, barrierefreier Zugang am Roßmarkt[1]		48.6462	9.45153					
de.wiki_im_Landkreis_Esslingen	Nürtingen	Kirchstraße	Bücherzelle	Büchertelefonzelle Nürtingen[1][2]	2015	48.626208	9.340423					
de.wiki_im_Landkreis_Esslingen	Parksiedlung	Lage	Bücherbaum	Herzog-Philipp-Platz (vor dem kleinen Supermarkt)[3]	2016	48.726041064343	9.2730161547661					
de.wiki_im_Landkreis_Esslingen	Pliensauvorstadt	Weilstraße 8, 73734 Esslingen	Bücherregal	Im Mehrgenerationen- und Bürgerhaus[4][5]	2010							
de.wiki_im_Landkreis_Esslingen	Plochingen	Am Markt 8, 73207 Plochingen	Bücherregal	Bücherregal vor dem im.Markt8[6]	2019							
de.wiki_im_Landkreis_Freudenstadt	Empfingen	 Schanzgasse 1	Bücherschrank	Bücherschrank Empfingen[1]		48.392645	8.70895					
de.wiki_im_Landkreis_Freudenstadt	Freudenstadt	 Lauterbadstraße 5	Bücherschrank	Freudenstädter Bücherbaum		48.459939	8.413272					
de.wiki_im_Landkreis_Freudenstadt	Horb am Neckar	 Marktplatz 4	Bücherregal	Öffentliches Bücherregal der Stadtbücherei Horb[1]		48.444913	8.689193					
de.wiki_im_Landkreis_Freudenstadt	Horb am Neckar	 Schillerstraße	Telefonzelle	Rote Telefonzelle,[1] englischsprachige Literatur bevorzugt	2011	48.443684051422	8.687499185007					
de.wiki_im_Landkreis_G%C3%B6ppingen	Bad Ditzenbach		Bücherschrank	[1]								
de.wiki_im_Landkreis_G%C3%B6ppingen	Eislingen/Fils	 Schlossplatz 1	Bücherschrank	Schloßplatz Eislingen[1]		48.697005	9.705844					
de.wiki_im_Landkreis_G%C3%B6ppingen	Geislingen an der Steige-Weiler ob Helfenstein	 Am Hanfgarten 3	Bücherregal	Bücherhäusle Weiler ob Helfenstein[1]		48.615317	9.855183					
de.wiki_im_Landkreis_G%C3%B6ppingen	Göppingen		Bücherschrank	Öffentlicher Bücherschrank Göppingen[1]								
de.wiki_im_Landkreis_G%C3%B6ppingen	Göppingen	 Kirchstraße 11	Bücherregal	Initiiert von der Stadt Göppingen, Zugang während der Öffnungszeiten des Bürgerhauses Göppingen[3][1]	2011	48.7036806523676	9.65410776436329					
de.wiki_im_Landkreis_G%C3%B6ppingen	Göppingen	 Markstraße 21	Bücherschrank aus Metall mit beidseitigen Glastüren	Initiiert von der Stadt Göppingen und dem Lokalen Bündnis für Familie Göppingen[2]	17. Dez. 2016	48.704217	9.654856					
de.wiki_im_Landkreis_G%C3%B6ppingen	Göppingen	 Marktstraße 2	Bücherregal	Öffentliches Bücherregal in der Kreissparkasse Göppingen[1]		48.700913858482	9.6526835113764					
de.wiki_im_Landkreis_G%C3%B6ppingen	Gosbach	 Unterdorfstraße 43	Bücherschrank	Bücherschrank in Gosbach[1]		48.579174244455	9.680487960577					
de.wiki_im_Landkreis_G%C3%B6ppingen	Hohenstaufen	 Reichsdorfstraße 34	Bücherschrank	Bücherschrank Hohenstaufen[1]		48.740279245659	9.7202087938786					
de.wiki_im_Landkreis_G%C3%B6ppingen	Kuchen	 Marktplatz beim Rathaus	Bücherschrank	Bibliothek in der Telefonzelle[4]		48.6355663	9.7987003					
de.wiki_im_Landkreis_G%C3%B6ppingen	Oberwälden	 Albstraße 13	Schaltschrank	Wangen-Oberwälden,[1] Private Initiative[5]	1. Juni 2017	48.737194	9.615944					
de.wiki_im_Landkreis_G%C3%B6ppingen	Salach	 Wilhelmstraße 4	Bücherschrank	Salach / Marktplatz[1]		48.690118	9.73805					
de.wiki_im_Landkreis_Heidenheim	Gerstetten		Bücherschrank	im evangelischen Kindergarten, öffentlicher Bücherschrank speziell für Kinderbücher[1]		48.621385	10.018913					
de.wiki_im_Landkreis_Heidenheim	Heidenheim an der Brenz		Bücherregal	Offenes Bücherregal in der DHBW Heidenheim Bibliothek 4. OG		48.682053	10.154662					
de.wiki_im_Landkreis_Heidenheim	Heidenheim an der Brenz	Grabenstraße 19	Bücherregal	Offenes Bücherregal im Meeboldhaus Heidenheim[2]		48.6761656601194	10.1526269491356					
de.wiki_im_Landkreis_Heidenheim	Heuchlingen		Bücherschrank									
de.wiki_im_Landkreis_Heilbronn	Bad Rappenau	 Kurpark	Bücherbaum	In einer Eiche im Bad Rappenauer Kurpark[1]								
de.wiki_im_Landkreis_Heilbronn	Bad Rappenau	 Salinenstr. 24	Bücherregal	Zwischen Hotel Häffner und Rappsodie		49.2381886774149	9.11191070472495					
de.wiki_im_Landkreis_Heilbronn	Bad Rappenau-Fürfeld	 Heilbronner Straße 9–15	Bücherschrank	Bücherschrank St. Georg[2]		49.2095622	9.0574004648507					
de.wiki_im_Landkreis_Heilbronn	Bad Wimpfen	 Hauptstraße 47/61	Bücherregal	Bad Wimpfener Bücherturm, Eichhauspassage[2]		49.229587399993	9.1621296107769					
de.wiki_im_Landkreis_Heilbronn	Brackenheim-Dürrenzimmern	 Hirschberger Straße 3	Bücherschrank	Rosarotes Leseratten Bücherschränkle 1/2[2]		49.0864694	9.0719983					
de.wiki_im_Landkreis_Heilbronn	Brackenheim-Hausen an der Zaber	 Robert-Bosch-Straße 4	Bücherschrank	Rosarotes Leseratten Bücherschränkle 2/2[2]		49.080876360474	9.0917011722922					
de.wiki_im_Landkreis_Heilbronn	Kirchardt	 Burggärtenweg 1	Bücherschrank	Beim Treff[3]		49.2044693466788	8.99032467453118					
de.wiki_im_Landkreis_Heilbronn	Kirchardt	 Neulandstraße 6	Bücherschrank	Am Ratskeller[3]		49.2032995529388	8.96753507100955					
de.wiki_im_Landkreis_Heilbronn	Kirchardt	 Salinenstraße 26	Bücherschrank	Zwischen dem Alten Rathaus und der Post[3]		49.1843784246351	8.98091204995645					
de.wiki_im_Landkreis_Heilbronn	Lauffen am Neckar		Bücherschrank	Platanenplatz, Bahnhofstraße		49.07604	9.14918					
de.wiki_im_Landkreis_Heilbronn	Leingarten	 Heilbronner Straße 38	Bücherschrank	Leingarten Marktplatz[2]		49.14319	9.123915					
de.wiki_im_Landkreis_Heilbronn	Neckarsulm	Kolpinggarten, Kolpingstraße 13	Bücherschrank	Initiiert von der Kolpingsfamilie und dem Internationalen Gremium[4]	27. Juni 2019	49.1919093014811	9.22643619627285					
de.wiki_im_Landkreis_Heilbronn	Neckarwestheim	 Hauptstraße 36	Bücherregal	Neckarwestheim[2]		49.046139147418	9.1915038228035					
de.wiki_im_Landkreis_Heilbronn	Neuhütten		Bücherschrank	Im Pausenhof des alten Schulhauses[5]								
de.wiki_im_Landkreis_Heilbronn	Oedheim		Bücherschrank	Öffentlicher Bücherschrank im Foyer des Rathauses[6][7]								
de.wiki_im_Landkreis_Heilbronn	Siegelsbach	 Wagenbacher Straße 6	Bücherschrank	Bücherschrank Siegelsbach[2]		49.272035960199	9.0863920748234					
de.wiki_im_Landkreis_Karlsruhe	Bad Schönborn-Bad Mingolsheim	 Friedrichstraße 67	Bücherschrank	Bad Schönborn/Mingolsheim[1]		49.220323	8.658879					
de.wiki_im_Landkreis_Karlsruhe	Berghausen		Bücherschrank	Öffentlicher Bücherschrank in Pfinztal-Berghausen,[1] auf dem Europaplatz in Berghausen[2]		49.003725578522	8.5258254781365					
de.wiki_im_Landkreis_Karlsruhe	Bretten	 Sporgasse 10–12	Bücherschrank	Weißhofer Galerie[1]		49.036818919604	8.708795671405					
de.wiki_im_Landkreis_Karlsruhe	Bruchsal	 Josef-Kunz-Straße 2	Bücherboxen	Babette-Ihle-Platz, Bruchsal[1] Josef-Kunz-Straße, gegenüber Kaiserstraße, neben der Kirche "Unsere liebe Frau" (Stadtkirche)		49.1246650914	8.59701633453					
de.wiki_im_Landkreis_Karlsruhe	Ettlingen	 Leopoldstraße	Bücherschrank	Bücherschrank im Stadtgarten Ettlingen[1]		48.939292	8.409444					
de.wiki_im_Landkreis_Karlsruhe	Ettlingen	 Marktpassage 5	Bücherschrank	Ettlingen Marktpassage bei der St.-Martin-Kirche[1]		48.940987	8.407947					
de.wiki_im_Landkreis_Karlsruhe	Ettlingen-West	 Ahornweg 91	Bücherschrank	Ettlingen West, Ahornweg am Entenseepark[1]		48.9516835229	8.38108778					
de.wiki_im_Landkreis_Karlsruhe	Flehingen	 Franz-von-Sickingen-Straße 19	Bücherschrank	Offener Bücherschrank Flehingen[1]		49.086747	8.781799					
de.wiki_im_Landkreis_Karlsruhe	Gondelsheim	 Jöhlinger Straße 2	Bücherzelle	Bücher Telefonzelle[1]		49.058986508837	8.6577801033854					
de.wiki_im_Landkreis_Karlsruhe	Linkenheim-Hochstetten	 Kaiserstraße 2	Bücherschrank	[1]		49.123402591063	8.4085958451033					
de.wiki_im_Landkreis_Karlsruhe	Malsch		Bücherschrank	Bücherschrank am Rathaus Malsch[1]		48.879190042225	8.3367031970896					
de.wiki_im_Landkreis_Karlsruhe	Mutschelbach	 Waldenserstraße 9	Bücherschrank	Bücherhäusle Mutschelbach[1]		48.940078	8.531281					
de.wiki_im_Landkreis_Karlsruhe	Oberderdingen	 Obere Gasse 11	Bücherschrank	Offener Bücherschrank Oberderdingen[1]		49.0602009973	8.80231261253					
de.wiki_im_Landkreis_Karlsruhe	Östringen-Tiefenbach	 Westliche Hauptstraße 1	Bücherschrank	Bücherschrank im Foyer des Rathauses[1]		49.175437857307	8.7955083930865					
de.wiki_im_Landkreis_Karlsruhe	Rheinstetten-Forchheim	 Karlsruher Straße 23A	Bücherschrank	Rheinstetten-Forchheim[1]		48.9747700526	8.31201016903					
de.wiki_im_Landkreis_Karlsruhe	Rheinstetten-Mörsch	 Rappenwörthstraße 45D	Bücherschrank	Rheinstetten-Mörsch[1]		48.9677378055	8.30474674702					
de.wiki_im_Landkreis_Karlsruhe	Rheinstetten-Neuburgweier	 Rheinstraße 16	Bücherschrank	Eiscafé Müller[1]		48.970283067538	8.2677056008007					
de.wiki_im_Landkreis_Karlsruhe	Stutensee-Friedrichstal	 Berliner Allee 42	Bücherschrank	Öffentlicher Bücherschrank in Stutensee-Friedrichstal[1]		49.101211655635	8.483697026968					
de.wiki_im_Landkreis_Karlsruhe	Untergrombach	 Weingartener Straße 16	Bücherschrank	Bruchsal/Untergrombach[1]		49.085524	8.553039					
de.wiki_im_Landkreis_Karlsruhe	Völkersbach	 Albtalstraße 49	Bücherschrank	Völkersbach[1]		48.871313	8.389848					
de.wiki_im_Landkreis_Karlsruhe	Waghäusel	 Gymnasiumstraße 24	Bücherschrank	Schwimmbad Waghäusel[1]		49.24719	8.518159					
de.wiki_im_Landkreis_Karlsruhe	Waldbronn-Reichenbach	 Kronenstraße 2	Bücherschrank	[1]		48.9233593193	8.47572147846					
de.wiki_im_Landkreis_Karlsruhe	Weingarten		Bücherschrank	Weingarten (Baden)[1]		49.051941128681	8.530250787735					
de.wiki_im_Landkreis_Konstanz	Allensbach-Hegne	 Zur Halde 5	Bücherschränkchen		1. Nov. 2020	47.710598	9.102243					
de.wiki_im_Landkreis_Konstanz	Gailingen	 Kronenbrunnen	Bücherschrank	Öffentlicher Bücherschrank Gailingen								
