Adresse	Code_Postal	Ville	Pays	Remarque	Source	lat	lon
36 rue saint manvieu	14000	Caen	France	La boite à lire se trouve au sein du café sauvage (café associatif). Ce n'est pas une boîte à lire à proprement parler mais c'est ce qui s'en rapproche le plus pour le moment sur la ville de Caen  de vraies boîtes sont en projet.	boite-a-lire.com	49.1824856	-0.3719345
rue de la gare	67210	Obernai	France	Boite à lire proposée par la Ville d'Obernai. 	boite-a-lire.com	48.4620911	7.4884334
Place Commandant Maria	06400	Cannes	France	J'y ai déjà déposé plusieurs livres qui sont partis très vite !	boite-a-lire.com	43.5557504	7.0237031
33 Rue du General Leclerc	59650	Villeneuve d Ascq	France	La boite à lire se situe juste à l'entrée de la mairie de quartier de Flers Bourg  dans un meuble à porte vitrée.	boite-a-lire.com	50.6378892	3.1270356
1 rue Paul Lafargue	93210	Saint-Denis	France	Plusieurs étagères vous attendent pour échanger livres  magazines et journaux au local du Pont comm'un  ancienne gare rer  aux heures d'ouverture. L'occasion aussi de découvrir les assos du lieu. 	boite-a-lire.com	48.9161135	2.3584423
2 Place Hôtel de Ville	68150	Ribeauvillé	France	La boîte à livre se trouve dans un renfoncement au niveau du parking de l'Hôtel de Ville  Grand'Rue.	boite-a-lire.com	48.1947882	7.3151968
31 allee Pierre Mendes France	77420	Champs sur Marne	France	La boite à lire est placée dans la haie  qui donne sur un petit rond point.	boite-a-lire.com	48.8435699	2.6042805
142 rue Sébastien Gryphe	69007	Lyon	France	Une giftbox... des livres mais pas que!	boite-a-lire.com	45.7475181	4.8382391
Place Guichard	69003	LYON	France	Boite momentanément indisponible pour cause de rénovation. Elle sera de retour le lundi 13 février	boite-a-lire.com	45.7590482	4.8473042
99 Rue Pierre-Gilles de Gennes	41350	VINEUIL	France	La boîte à livres se trouve dans la galerie du centre commercial d'Auchan. 	boite-a-lire.com	47.5723519	1.373275
Parc de l'Epinette	33500	LIBOURNE	France	Armoire à lire installée près de l'aire de jeux des enfants dans le parc de l'Epinette  à l'initiative du Conseil municipal des enfants. 	boite-a-lire.com	44.9139853	-0.2344653
rue Robert Le Ricolais	44700	Orvault	France	Elle est située dans la Médiathèque Ormédo	boite-a-lire.com	47.272254	-1.6268734
7 rue Auguste Lacroix	69003	Lyon	France	La boite à lire se trouve sur la devanture de l'atelier de RecycLivre !	boite-a-lire.com	45.7554089	4.8450388
46, avenue Alexandre Goupil	44700	orvault	France	Elle se situe dans la bibliothèque.	boite-a-lire.com	47.2535778	-1.5974135
Allée de la Mairie	85230	Saint-Urbain	France	Mis en place par le Conseil Municipal des Jeunes de Saint-Urbain	boite-a-lire.com	46.8753057	-2.0079243
Parc Marius Bourrat, avenue Maréchal Foch	69110	SAINTE FOY LES LYON	France	Boîte à livres installée par la Mairie et construite par les élèves du collège de la ville.	boite-a-lire.com	45.7411144	4.8037215
Square des quatre saisons	37250	Montbazon	France	Livr'libre  construction en matériaux recyclés.	boite-a-lire.com	47.2869839	0.713777
240 Rue Raphael Babet	97480	Saint-Joseph	France	La boite a été mise en place par le Conseil municipal des enfants et la bibliothèque.	boite-a-lire.com	-21.3767025	55.6159039
66 Rue de Laxou	54000	Nancy	France	A l'intérieur  de la Maison Braquehais Boulangerie-pâtisserie	boite-a-lire.com	48.6859205	6.1612795
Place Raspail	37000	Tours	France	Première boîte à lire de la ville de Tours inaugurée en décembre 2015. 	boite-a-lire.com	47.3790942	0.7103846
Place de l'église	85150	La Chapelle Achard	France	La Boîte à lire se trouve entre la boulangerie et le salon de coiffure.	boite-a-lire.com	46.5905718	-1.6474411
48 rue george courteline	37000	Tours	France	Gérée par une association 	boite-a-lire.com	47.3933551	0.6758937
1 rue du 8 mai 1945	86440	Migné-Auxances	France	La boite se trouve à la jointure de la rue du Centre et de la rue du 8 mai 1945. A deux pas de la mairie...	boite-a-lire.com	46.6272061	0.3097784
chemin du vallon	69110	Sainte Foy Lès Lyon	France	Un large choix  il y a même eu des livres de math !	boite-a-lire.com	45.7446551	4.7961195
38 rue de l'église	56510	Saintt pierre quiberon	France	Jolie boîte  près du restaurant le petit st Pierre.	boite-a-lire.com	47.5199532	-3.1293679
Rue du Château 13	1370	Jodoigne	Belgique	Une boite à côté d'un banc  dans un joli petit parc. Lire est un plaisir bien tentant!	boite-a-lire.com	50.7242958	4.8669286
14 rue de Toul Broc'h	22620	Ploubazlanec	France	Cette boite à lire tourne depuis février 2016 et est régulièrement garnie et l'été  en plus  quelques fines herbes à emporter !	boite-a-lire.com	48.797303	-3.0220229
la basse teillais	35136	saint jacques de la lande	France	La boite se situe dans la campagne  le long d'un chemin piétonnier  avec un banc devant. Autour il y a des bacs incroyables avec des plantes aromatiques comestibles à disposition. Elle est plus spécialisée dans les magazines	boite-a-lire.com	48.0724037	-1.7081186
2 rue de Bel Air	44320	FROSSAY	France	C'est une boîte installée par la mairie dans le jardin derrière la bibliothèque/espace culturel.	boite-a-lire.com	47.2440132	-1.9318597
2 rue Eugène Spuller	75003	Paris	France	Nous avons installé une boîte à livres végétalisée dans la cour d'honneur de la Mairie du 3e  rue Eugène Spuller. N'hésitez pas !	boite-a-lire.com	48.8639882	2.361527
13 rue de grouteau	85500	LES HERBIERS	France	Mise en place en 2015. 	boite-a-lire.com	46.8702766	-1.0042284
rue de Cuzieu	69110	Sainte-Foy-lès-Lyon	France		boite-a-lire.com	45.7361688	4.8000275
Chemin des Prés	69110	SAINTE FOY LES LYON	France	Boîte à lire installée par la Mairie  construite par des élèves du collège de Ste-Foy-les-Lyon.	boite-a-lire.com	45.7439344	4.792232
Rue de Tropchaud	33500	Pomerol	France	Cabane à lire installée par la municipalité en face de la Maison des Associations et de la salle polyvalente	boite-a-lire.com	44.9310168	-0.2000036
rue du Pont d'orgueil	85230	Saint-Urbain 	France	La boite se situe rue du Pont d'orgueil  au niveau du rond point  il y a un abri bus scolaire. 	boite-a-lire.com	46.8751392	-2.0099226
59 chemin de l'Orme	06130	GRASSE	France	La boite à lire est située à l?entrée de la galerie marchande du centre LECLERC. Elle est installée par l'Association "Les Passeurs de Livres"	boite-a-lire.com	43.6515962	6.9464792
71 rue Marc Delage	83130	La Garde	France	Boîte à lire fabriquée et mise à disposition par la librairie.	boite-a-lire.com	43.1246534	6.0071771
5 rue Léon Olphe-Gaillard	05000	Gap	France	Une ancienne cabine France Télécom customisée par l équipe du Fab'Alpes.	boite-a-lire.com	44.559638	6.079758
place d armes	70000	echenoz la méline	France	Pour y déposer des livres ou magazines récents dont vous ne voulez plus. 	boite-a-lire.com	47.6026639	6.135616
Boulevard Résistance et Déportation	49100	Angers	France	La boite se situe dans le Jardin du Mail	boite-a-lire.com	47.4708651	-0.5474988
Coulée verte	56150	Baud	France	Au coeur du parc de la coulée verte.	boite-a-lire.com	48.1372453	-1.6646289
9 Rue du Château d'Orgemont	49000	Angers	France	La boîte se situe dans le Jardin de l'Arboretum  dans un écrin végétal propice à la lecture.	boite-a-lire.com	47.4506897	-0.5444507
Place du Ralliement 	49000	Angers	France		boite-a-lire.com	47.4709334	-0.5513821
6 lotissement Naudettes	09210	ST YBARS	France	Une jolie boîte à lire mise en place par un particulier sur la murette de sa maison. 	boite-a-lire.com	43.2402906	1.3934329
Gare de Lille Europe	59800	Lille	France	Entre les halls 1 et 2 de la gare Lille Europe.	boite-a-lire.com	50.6388611	3.0757133
rue marechal Clauzel	9100	Pamiers	France	La boite a été fabriquée et installée en juin 2016. Elle se situe au pied de l'espace Incroyables Comestibles. 	boite-a-lire.com	43.1134771	1.6149692
Rue Boreau	49100	Angers	France	La boite se situe au c?ur du parc du Jardin des Plantes. 	boite-a-lire.com	47.476507	-0.5447425
Rue Henri Delaborde	35000	Rennes	France	La boîte est située à l'angle de la rue Henri Delaborde et de la Rue Bertrand Robidou  	boite-a-lire.com	48.107872	-1.658769
26 bis rue Bigot de Préameneu	35000	Rennes	France		boite-a-lire.com	48.0971534	-1.6671286
Port de Saint-Goustan	56400	Auray	France	Cette bib. de rue est installée à Saint-Goustan sur le port  près de la maison de quartier. Venez emprunter et déposer ce qui vous fait plaisir...	boite-a-lire.com	47.6657655	-2.9772986
10 rue abbé Rochon	29200	Brest	France	Bibliothèque de rue adossée à l espace solidaire alternatif Au Coin d'la Rue à l'entrée de la rue de Saint Malo.	boite-a-lire.com	48.390394	-4.486076
Venelle du Créou	29600	Morlaix	France	Le Troc lavoir est un espace dédié à la lecture et au partage de livres au sein de l'ancien lavoir du Créou. Un beau projet de voisinage !	boite-a-lire.com	48.579205	-3.824714
39 rue Georges Courteline	69100	Villeurbanne	France	Donnez une seconde vie à vos livres et déposez les au CCO dans un frigo bibliothèque spécialement construit pour les accueillir. 	boite-a-lire.com	45.7794681	4.8784623
Parc Saint chrétienne - Sablon	57000	METZ	France	Plusieurs petits nids pour des ouvrages à partager...	boite-a-lire.com	49.0961172	6.180377
951 Rue de la Libération	59242	Genech	France	Cabine de plage	boite-a-lire.com	50.5306305	3.2132289
47 Rue du Général de Gaulle	59242	Cappelle-en-Pévèle	France	Cabane en bois mobile	boite-a-lire.com	50.5095527	3.1714996
Rue de l'église	33550	Langoiran	France	Une belle boite à lire sur le parking de l'église de haut Langoiran à l'ombre des ombres. 	boite-a-lire.com	44.6862613	-0.3647563
Place de l'église 	44440	Pannecé	France	Elle a été fabriquée et installée par les bénévoles de la bibliothèque Bouillon de lecture" de Pannecé" début novembre 2015.	boite-a-lire.com	47.4853041	-1.2398245
Forêt de Villecartier 	35560	Bazouges-la-Pérouse	France	Mise en place par le réseau des bibliothèques d'Antrain Communauté  cette boite à lire se trouve au c?ur de la base de loisirs Récrénature en forêt de Villecartier. A l'entrée de l espace ludique  vous trouverez cette petite maisonnette contenant des dizaines de livres! Servez-vous et bonne lecture à tous !	boite-a-lire.com	48.4722222	-1.5613889
Rue Rabelais	37500	Chinon	France	Ancien parcmètre recyclé en petite bibliothèque de rue. Prenez Lisez déposez ! Les livres sont en liberté !	boite-a-lire.com	47.165888	0.24148
Place de l'église	35560	RIMOU	France	Boite en forme de maisonnette située sur la place de l église.	boite-a-lire.com	48.39858	-1.512774
Place des Arcades	19100	Brive	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la commune  plusieurs boites à lire  dont celle située place des Arcades  au coeur du quartier de Rivet.	boite-a-lire.com	45.1686774	1.4947868
Place du Calvaire	29470	Plougastel-Daoulas	France	Une ancienne cabine téléphonique Anglaise. 	boite-a-lire.com	48.3741572	-4.3693623
Place Charles De Gaulle	19100	Brive	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la ville de Brive plusieurs boites à lire dont celle située Place Charles de Gaulle.	boite-a-lire.com	45.158636	1.5333197
Avenue du 14 Juillet  	19100	Brive-la-Gaillarde	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la commune  plusieurs boites à lire  dont celle située devant l'office de tourisme de Brive.	boite-a-lire.com	45.1618782	1.5335478
Boulevard Voltaire	19100	Brive	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la commune  plusieurs boites à lire  dont celle située sur le parking de la piscine municipale.	boite-a-lire.com	45.1594553	1.5406139
29 Avenue Raoul Dautry	19100	Brive-la-Gaillarde	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la commune  plusieurs boites à lire  dont celle située devant le centre socioculturel Raoul Dautry dans le quartier des Chapélies.	boite-a-lire.com	45.1548357	1.5500586
162 Avenue Jean Jaurès	19100	Brive-la-Gaillarde	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la commune  plusieurs boites à lire  dont celle située sur le parvis de la Gare SNCF de Brive.	boite-a-lire.com	45.152642	1.528624
Rue Jacques Monod	19100	Brive-la-Gaillarde	France	Le Conseil Municipal des Jeunes de Brive a installé sur l ensemble de la commune  plusieurs boites à lire  dont celle située au coeur du quartier de Tujac à proximité du centre socioculturel Jacques Cartier.	boite-a-lire.com	45.1555811	1.4915167
Square Germain Auboiroux	19100	Brive	France	Le Conseil Municipal des Jeunes de Brive a installé sur l'ensemble de la commune  plusieurs boites à lire  dont celle située entre le potager et le square.	boite-a-lire.com	45.1559405	1.5334711
Rue Jules Vallès	19100	Brive	France	Le Conseil Municipal des Jeunes de Brive a installé sur l ensemble de la commune  plusieurs boites à lire  dont celle située au coeur même du campus universitaire briviste.	boite-a-lire.com	45.1543821	1.5088967
Square du Château	67300	Schiltigheim	France		boite-a-lire.com	48.6032688	7.7500573
Parc de L'Orangerie	67000	Strasbourg	France		boite-a-lire.com	48.5918794	7.7759099
32 Rue Victor Hugo	37540	Saint-Cyr-sur-Loire	France	Installée près du Manoir de la Tour.	boite-a-lire.com	47.4026472	0.6706466
Parc de la Perraudière 	37540	Saint-Cyr-sur-Loire	France	La boite se trouve près des jeux enfants.	boite-a-lire.com	47.3990975	0.6679545
Cour Bernadette et Jean Mars	61000	Alençon 	France	La boîte à lire est une ancienne cabine téléphonique anglaise  offerte par la municipalité de Basingstoke à la Ville d Alençon. Elle entame donc une deuxième vie  tout comme les livres qu on peut y trouver ! Elle se trouve près de la Médiathèque Aveline.	boite-a-lire.com	48.432856	0.091266
Allée du Bourbonnais	78310	Maurepas	France	Dans le jardin des senteurs" à côté de La Poste	boite-a-lire.com	48.761473	1.943066
place du 11 novembre 1918	37230	FONDETTES	France	La boite se trouve au niveau de la place 11 novembre 1918 et de l'école Gérard Philipe. 	boite-a-lire.com	47.4040129	0.6000337
Place de la mairie	68153	Ribeauville	France	Bibliothèque créée dans une niche en pierre à droite de la mairie de Ribeauvillé	boite-a-lire.com	48.1873717	7.3975401
Croisée des Lys	68300	Saint-Louis	France	Boîte située au milieu de la place de la Croisée des Lys. 	boite-a-lire.com	47.5861837	7.5621595
Nouveau Bassin	68200	Mulhouse	France	La boîte de couleur jaune vif se trouve à l'extrémité ouest du Nouveau Bassin  près de l'arrêt Nordfeld de la ligne 2 du tram.	boite-a-lire.com	47.7533208	7.3468551
Boulevard Vercingetorix	63000	Clermont-Ferrand	France	A l'angle du bd vercingetorix et du bd lafayette, juste à coté de ce que les clermontois appelent la "pyramide"	boite-a-lire.com	45.7723528	3.0868831
114ter Avenue des Martyrs de la Résistance	76100	Rouen	France	La boite se situe dans le Jardin des plantes. 	boite-a-lire.com	49.4219401	1.0794763
rue de la république	14600	Honfleur	France	Elle est rue de la République  la grande rue qui aboutit au port  sur la droite en allant vers le port.	boite-a-lire.com	49.4168922980088	0.230755805969238
6 Allée Simone Signoret	78260	Achères	France	Elle est localisée à 2 mètres du cinéma Le Pandora. Elle est petite  haute sur pattes et bien décorée.	boite-a-lire.com	48.960985	2.0673003
Avenue de Lagord Vendôme	17140	Lagord	France		boite-a-lire.com	46.1756287	-1.1595909
avenue du Lieutenant colonel Bernier	17000	La Rochelle	France	La boite se situe dans le petit renfoncement du mur entre la boîte aux lettres et les conteneurs de dépôt de verre -en face du 112.	boite-a-lire.com	46.1695126	-1.1584587
 Place Saint-Epvre 	54000	 Nancy	France	L'Arbre aux Livres est installé place saint Epvre à Nancy depuis le 7 septembre 2013. Il est entretenue et alimenté par l'association "Ville Vieille en action" et la Mjc Lillebonne.	boite-a-lire.com	48.696338	6.1794725
Place de l'Ancien marché	94130	Nogent sur Marne	France		boite-a-lire.com	48.83773	2.487327
Place du Général Leclerc	94130	Nogent sur Marne	France		boite-a-lire.com	48.8353689	2.4736933
100 Enclos des Récollets	4800	Verviers	Belgique	Il s agit d'une boite à lire uniquement jeunesse en partenariat avec la bibliothèque de Verviers.	boite-a-lire.com	50.5944427	5.8605075
320 rue Garibaldi	69007	Lyon	France	Boîte présente au Dépôt Imaginaire collectif de 12 éditeurs indépendants des Imaginaires. Accessible dans l'espace détente du Dépôt. Le surplus de livres est conservé dans un caisse qui  une fois pleine  est remise à des associations de réinsertion sociale.	boite-a-lire.com	45.7499463	4.853853
 23 boulevard Albert 1er	54000	Nancy	France	Un bel Arbre aux Livres tout en palette à destination des étudiants. Il se situe dans le hall du Campus Lettres et Sciences Humaines..	boite-a-lire.com	48.6954374	6.1672585
	17300	Lagord	France		boite-a-lire.com	46.15866	-1.1805876
12 Rue de la Halle	59300	 Valenciennes	France	Au rez-de chaussée du centre commercial  au niveau du salon  devant l'accueil.	boite-a-lire.com	50.3570311	3.5245718
rue Clémenceau	44210	Pornic	France	Située dans une ancienne boîte à lettres  dans le mur d une maison	boite-a-lire.com	47.115771	-2.1043621
22 Rue Emile Pehant 	44000	Nantes	France	Dépôt de livres dans le hall d'entrée.	boite-a-lire.com	47.2127566	-1.548186
Rue cuvier 	93100	Montreuil	France	La boite à lire se trouve accrochée à un arbre à hauteur d'homme.	boite-a-lire.com	48.8509751	2.4237477
Le bourg	81120	Fauch 	France	Située en milieu rural  dans un village de 500 habitants  elle rencontre un franc succès. Placée tout près de l'école  venez y piocher et déposer des livres.	boite-a-lire.com	44.6363856	-0.1347557
Place Jacques Madaule	92130	Issy-les-Moulineaux	France	Une cabine téléphonique transformée en bibliothèque partagée !	boite-a-lire.com	48.823826	2.2610622
Gare Sncf	47200	Marmande	France	En face de la gare  petit square à côté pour s?asseoir et lire.	boite-a-lire.com	44.502702	0.168189
rue des deportes	37130	brehemont	France	J'ai mis cette boite en fonction avec l'aide de ma Mairie car je peux faire partager ma passion et mon métier je suis libraire.	boite-a-lire.com	47.29413	0.3557949
rue des deportes	37130	brehemont	France	J'ai mis cette boite en fonction avec l'aide de ma Mairie car je peux faire partager ma passion et mon métier je suis libraire.	boite-a-lire.com	47.29413	0.3557949
6 rue du Moulin 	68510	SIERENTZ	France	La boite à lire se trouve juste à côté de la Médiathèque. Il s agit d'un ancien four reconverti  également appelé four à lire. Il y a des romans adultes et enfants  des documentaires et même quelques BD !	boite-a-lire.com	47.6524662	7.452016
9 rue Nicolas Appert 	44000	Nantes	France	RecycLivre (La Conserverie) ouverture le 7 juillet	boite-a-lire.com	47.2135489	-1.5791585
place du bicentenaire 	33130	Bègles	France		boite-a-lire.com	44.8071133	-0.5480627
Place Jean Cayrol	33300	Bordeaux	France		boite-a-lire.com	44.879685	-0.571902
Cours de Verdun	33000	Bordeaux	France	Dans le jardin public	boite-a-lire.com	44.8486992	-0.5757368
rue Mandron	33000	Bordeaux	France		boite-a-lire.com	44.855023	-0.583134
Place des Martyrs de la Résistance	33000	Bordeaux	France		boite-a-lire.com	44.8423986	-0.5846553
Esplanade Charles de Gaulle	33000	Bordeaux	France		boite-a-lire.com	44.8496305	-0.6019932
Rue Georges Mandel	33000	Bordeaux	France	Dans le jardin Georges Mandel	boite-a-lire.com	44.8422616	-0.5929279
quai Richelieu	33000	Bordeaux	France	Devant la maison écocitoyenne	boite-a-lire.com	44.8385555	-0.5673386
Place Charles Gruet	33000	Bordeaux	France		boite-a-lire.com	44.8464554	-0.5803084
Rue Jenny Lépreux	33000	Bordeaux	France		boite-a-lire.com	44.832562	-0.6118439
Place Amédée Larrieu	33000	Bordeaux	France		boite-a-lire.com	44.8303299	-0.581719
Place Gavinès	33000	Bordeaux	France	Jardin Gaviniès	boite-a-lire.com	44.8331087	-0.5947369
Place d'Arlac	33000	Bordeaux	France		boite-a-lire.com	44.8252807	-0.6144334
rue de la Béchade	33000	Bordeaux	France	Jardin Béchade	boite-a-lire.com	44.8249589	-0.5988514
Rue du professeur Thimothée Piéchaud	33000	Bordeaux	France		boite-a-lire.com	44.8266972	-0.6118658
Place Simiot	33800	Bordeaux	France		boite-a-lire.com	44.823156	-0.577918
Place Nansouty	33800	Bordeaux	France		boite-a-lire.com	44.8204682	-0.5719534
109 rue Bertrand de Goth	33800	Bordeaux	France	Square Bertrand de Goth	boite-a-lire.com	44.8192041	-0.5775849
9 boulevard Albert 1er	33800	Bordeaux	France	Jardin Moulin d'Ars	boite-a-lire.com	44.8141544	-0.5711186
Place Francis de Pressensé	33000	Bordeaux	France		boite-a-lire.com	44.8320414	-0.5756486
Place Ferdinand Buisson	33800	Bordeaux	France		boite-a-lire.com	44.8238909	-0.5515627
Place Dormoy	33000	Bordeaux	France		boite-a-lire.com	44.8263996	-0.5643787
20 rue de Chateauneuf	33100	Bordeaux	France	Maison cantonale	boite-a-lire.com	44.8413903	-0.5531541
Esplanade Linné	33100	Bordeaux	France		boite-a-lire.com	44.8446081	-0.5593504
Rue Stéhelin	33000	Bordeaux	France		boite-a-lire.com	44.8562861	-0.6285522
Rue du bocage	33000	Bordeaux	France	Dans le parc bordelais	boite-a-lire.com	44.8521698	-0.5996904
Avenue Raymond Poincaré	33200	Bordeaux	France	Square Raymond Poincaré	boite-a-lire.com	44.844818	-0.619157
Place Centrale	11440	Peyriac de Mer	France	Boîte à lire  vous prenez un livre  vous en mettez un!	boite-a-lire.com	43.086944	2.959873
Square Thérèse Léon Blum	11100	Narbonne	France		boite-a-lire.com	43.1874472	3.0075667
Boulevard Docteur Lacroix 	11100	Narbonne	France	Livres comme l air"  livres en libre circulation dans le jardin ouvert de 10h à 19h  vous prenez un livre  vous en mettez un.	boite-a-lire.com	43.180523	3.000527
rue du Général Auguste La Houlle 	56400	Auray	France	Dans le quartier du Gumenen  Maison Livre réalisée par une classe de 3ème du Lycée Kerplouz  Installées en extérieur  dans un lieu de passage  chacun peut venir y retirer un livre  avec pour seule contrainte d'en déposer un autre à la place...	boite-a-lire.com	47.670454	-2.997539
